_id,sectionsTitle,date,lessonsTitle,type,totalQuestionsInQuiz,duration,totalPointsInAssignment,url
63d41cbf0e5fcb4eda852ad7,Feedback Form,,Feedback Form,sectionResource,,,,https://forms.gle/ffQcthJddQGBjofD8
63d18b200e5fcb8d9484ecd9,Ask your Doubt Form,,Ask your doubt,sectionResource,,,,https://forms.gle/1kj81RHPS4ErGjGV9
63d76e9f0e5fcb52fa85914b,Live Doubt Clearing Session Monday & Saturday 3PM - 6PM IST,,Live Doubt Clearing Session Monday & Saturday 3PM - 6PM IST,sectionResource,,,,https://us06web.zoom.us/j/86960400780
63d8b0e30e5fcbf81a85bb12,Doubt Clearing Recording,,30th Jan Doubt Clearing Session,video,,11107.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63d8b0e30e5fcbf81a85bb12
63ded727194b22529ee3e690,Doubt Clearing Recording,,4th Feb Doubt Session,video,,,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63ded727194b22529ee3e690
63e1fdfc194b22787ce45670,Doubt Clearing Recording,,6th Feb Doubt Session,video,,11775.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63e1fdfc194b22787ce45670
63e7b56c194b220957e5abfd,Doubt Clearing Recording,,11th Feb Doubt Session,video,,12680.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63e7b56c194b220957e5abfd
63ea7d54194b220226e5d3e7,Doubt Clearing Recording,,13th Feb Doubt Session,video,,11127.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63ea7d54194b220226e5d3e7
63f1258fff47669d44dc6737,Doubt Clearing Recording,,18th Feb Doubt Session,video,,10588.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63f1258fff47669d44dc6737
63f3b54aff47660bd8dcd24f,Doubt Clearing Recording,,20th Feb Doubt Session,video,,10908.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63f3b54aff47660bd8dcd24f
63fa4298182c6700fd4b9233,Doubt Clearing Recording,,25th Feb Doubt Session,video,,11590.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63fa4298182c6700fd4b9233
63fcfaae182c67de4f4bbb55,Doubt Clearing Recording,,27th Feb Doubt Session,video,,11130.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63fcfaae182c67de4f4bbb55
63a83107816f9c3772c01074,Course Introduction,,Course Induction,video,,1005.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63a83107816f9c3772c01074
63b6b091334640cb47715bf1,Course Introduction,,Course Overview And Dashboard Description,video,,1012.0,,https://api.pwskills.com/v1/learn/lesson/video-session/63a2eb428899436daf7eb489/lesson/63b6b091334640cb47715bf1
